Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:41,628.29,N/A,430,N/A,216,38
2025-09-15,18:44:42,1314.41,N/A,17,N/A,245,95
2025-09-15,18:44:42,732.55,N/A,30,N/A,316,96
2025-09-15,18:44:42,430.53,N/A,442,N/A,38,11
2025-09-15,18:44:43,184.56,N/A,390,N/A,87,39
2025-09-15,18:44:44,854.95,N/A,291,N/A,415,25
2025-09-15,18:44:44,968.48,N/A,457,N/A,357,29
2025-09-15,18:44:45,1337.84,N/A,469,N/A,39,74
2025-09-15,18:44:45,237.17,N/A,409,N/A,142,54
2025-09-15,18:44:46,977.07,N/A,61,N/A,409,23
2025-09-15,18:44:47,1321.05,N/A,407,N/A,381,19
2025-09-15,18:44:47,195.73,N/A,343,N/A,374,90
2025-09-15,18:44:47,1250.74,N/A,192,N/A,384,38
2025-09-15,18:44:48,1373.05,N/A,122,N/A,43,62
2025-09-15,18:44:48,850.16,N/A,462,N/A,465,8
2025-09-15,18:44:48,1282.11,N/A,298,N/A,295,100
2025-09-15,18:44:48,874.12,N/A,114,N/A,245,96
2025-09-15,18:44:49,190.15,N/A,201,N/A,157,48
2025-09-15,18:44:49,497.16,N/A,21,N/A,133,66
2025-09-15,18:44:50,477.12,N/A,450,N/A,40,77
2025-09-15,18:44:51,285.3,N/A,281,N/A,453,96
2025-09-15,18:44:51,930.38,N/A,59,N/A,278,63
2025-09-15,18:44:52,702.16,N/A,196,N/A,34,78
2025-09-15,18:44:52,1088.54,N/A,367,N/A,161,26
2025-09-15,18:44:52,1350.42,N/A,442,N/A,5,15
2025-09-15,18:44:55,1104.04,N/A,324,N/A,473,13
2025-09-15,18:44:56,1417.6,N/A,107,N/A,365,15
2025-09-15,18:44:56,975.42,N/A,240,N/A,32,86
2025-09-15,18:44:57,1327.67,N/A,194,N/A,318,57
2025-09-15,18:44:58,729.24,N/A,442,N/A,328,80
2025-09-15,18:44:58,1279.44,N/A,403,N/A,298,76
2025-09-15,18:44:58,631.77,N/A,288,N/A,350,78
2025-09-15,18:44:58,341.14,N/A,288,N/A,267,1
2025-09-15,18:44:58,1288.12,N/A,177,N/A,376,39
2025-09-15,18:44:59,1200.3,N/A,257,N/A,27,71
2025-09-15,18:45:00,321.77,N/A,2,N/A,68,51
2025-09-15,18:45:01,1422.25,N/A,174,N/A,276,54
2025-09-15,18:45:02,894.58,N/A,164,N/A,328,76
2025-09-15,18:45:02,1065.41,N/A,33,N/A,211,70
2025-09-15,18:45:02,639.13,N/A,375,N/A,406,44
2025-09-15,18:45:04,150.31,N/A,401,N/A,128,50
2025-09-15,18:45:04,1054.94,N/A,279,N/A,22,28
2025-09-15,18:45:05,158.61,N/A,299,N/A,254,9
2025-09-15,18:45:05,1162.15,N/A,200,N/A,275,76
2025-09-15,18:45:06,769.47,N/A,487,N/A,4,55
2025-09-15,18:45:06,1427.24,N/A,73,N/A,290,97
2025-09-15,18:45:06,129.29,N/A,366,N/A,177,12
2025-09-15,18:45:07,951.45,N/A,307,N/A,231,84
2025-09-15,18:45:07,420.73,N/A,173,N/A,413,75
2025-09-15,18:45:08,1319.22,N/A,356,N/A,423,13
2025-09-15,18:45:08,713.43,N/A,270,N/A,120,95
2025-09-15,18:45:08,799.08,N/A,137,N/A,448,18
2025-09-15,18:45:08,128.87,N/A,467,N/A,392,14
2025-09-15,18:45:11,1281.02,N/A,432,N/A,60,65
2025-09-15,18:45:11,836.23,N/A,155,N/A,348,65
2025-09-15,18:45:11,1279.92,N/A,430,N/A,80,65
2025-09-15,18:45:13,529.01,N/A,161,N/A,301,93
2025-09-15,18:45:15,1312.93,N/A,287,N/A,498,37
2025-09-15,18:45:15,1116.03,N/A,485,N/A,456,70
2025-09-15,18:45:16,1407.69,N/A,440,N/A,355,50
2025-09-15,18:45:17,758.28,N/A,80,N/A,146,23
2025-09-15,18:45:18,1005.82,N/A,86,N/A,174,87
2025-09-15,18:45:18,127.02,N/A,437,N/A,277,18
2025-09-15,18:45:18,1434.01,N/A,159,N/A,13,55
2025-09-15,18:45:18,940.57,N/A,178,N/A,137,50
2025-09-15,18:45:18,1450.86,N/A,213,N/A,157,96
2025-09-15,18:45:19,1325.24,N/A,347,N/A,7,19
2025-09-15,18:45:19,1322.23,N/A,305,N/A,285,7
2025-09-15,18:45:19,1276.34,N/A,372,N/A,381,6
2025-09-15,18:45:19,136.55,N/A,40,N/A,210,86
2025-09-15,18:45:19,436.81,N/A,78,N/A,173,53
2025-09-15,18:45:20,705.98,N/A,384,N/A,336,64
2025-09-15,18:45:20,809.74,N/A,205,N/A,147,66
2025-09-15,18:45:22,1192.5,N/A,452,N/A,292,24
2025-09-15,18:45:22,830.45,N/A,360,N/A,91,100
2025-09-15,18:45:22,323.68,N/A,217,N/A,279,57
2025-09-15,18:45:22,1260.25,N/A,320,N/A,61,86
2025-09-15,18:45:23,1161.93,N/A,342,N/A,392,8
2025-09-15,18:45:23,1334.49,N/A,264,N/A,7,51
