Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:39,720.61,N/A,235,N/A,154,18
2025-09-15,18:44:39,562.17,N/A,299,N/A,488,86
2025-09-15,18:44:39,1041.5,N/A,174,N/A,413,62
2025-09-15,18:44:40,708.97,N/A,169,N/A,435,29
2025-09-15,18:44:41,181.24,N/A,110,N/A,288,35
2025-09-15,18:44:41,1324.69,N/A,334,N/A,357,61
2025-09-15,18:44:41,369.06,N/A,9,N/A,67,84
2025-09-15,18:44:42,539.39,N/A,75,N/A,344,72
2025-09-15,18:44:46,465.25,N/A,241,N/A,32,67
2025-09-15,18:44:46,1011.85,N/A,55,N/A,293,60
2025-09-15,18:44:48,320.67,N/A,478,N/A,454,55
2025-09-15,18:44:48,685.33,N/A,38,N/A,29,17
2025-09-15,18:44:48,659.98,N/A,319,N/A,435,1
2025-09-15,18:44:48,1199.39,N/A,108,N/A,49,38
2025-09-15,18:44:48,1231.56,N/A,483,N/A,135,28
2025-09-15,18:44:49,988.89,N/A,425,N/A,8,93
2025-09-15,18:44:49,370.08,N/A,482,N/A,425,19
2025-09-15,18:44:49,1141.04,N/A,390,N/A,184,54
2025-09-15,18:44:49,1088.46,N/A,5,N/A,363,85
2025-09-15,18:44:51,1375.86,N/A,134,N/A,184,72
2025-09-15,18:44:51,911.22,N/A,267,N/A,29,99
2025-09-15,18:44:51,755.98,N/A,316,N/A,268,41
2025-09-15,18:44:53,927.5,N/A,252,N/A,464,28
2025-09-15,18:44:53,191.46,N/A,203,N/A,350,43
2025-09-15,18:44:53,1449.6,N/A,386,N/A,244,34
2025-09-15,18:44:54,1346.69,N/A,216,N/A,455,52
2025-09-15,18:44:54,432.76,N/A,162,N/A,134,41
2025-09-15,18:44:55,543.0,N/A,56,N/A,123,20
2025-09-15,18:44:55,1395.13,N/A,136,N/A,472,3
2025-09-15,18:44:55,1241.25,N/A,473,N/A,457,84
2025-09-15,18:44:55,1173.63,N/A,7,N/A,55,13
2025-09-15,18:44:56,779.9,N/A,248,N/A,407,45
2025-09-15,18:44:56,170.22,N/A,370,N/A,243,15
2025-09-15,18:44:57,632.81,N/A,199,N/A,142,93
2025-09-15,18:44:58,1304.05,N/A,200,N/A,185,5
2025-09-15,18:44:58,1056.01,N/A,188,N/A,145,46
2025-09-15,18:44:58,1416.11,N/A,35,N/A,476,88
2025-09-15,18:44:59,700.04,N/A,117,N/A,316,70
2025-09-15,18:44:59,771.66,N/A,132,N/A,457,28
2025-09-15,18:45:00,983.23,N/A,128,N/A,173,79
2025-09-15,18:45:00,1409.87,N/A,194,N/A,337,24
2025-09-15,18:45:01,526.54,N/A,374,N/A,381,36
2025-09-15,18:45:02,138.55,N/A,67,N/A,71,71
2025-09-15,18:45:02,727.98,N/A,57,N/A,488,40
2025-09-15,18:45:02,802.65,N/A,343,N/A,480,91
2025-09-15,18:45:02,516.53,N/A,413,N/A,192,22
2025-09-15,18:45:03,129.07,N/A,180,N/A,391,20
2025-09-15,18:45:03,940.23,N/A,12,N/A,79,3
2025-09-15,18:45:03,512.59,N/A,397,N/A,215,51
2025-09-15,18:45:05,980.92,N/A,35,N/A,427,2
2025-09-15,18:45:05,214.0,N/A,202,N/A,24,62
2025-09-15,18:45:06,435.77,N/A,405,N/A,217,67
2025-09-15,18:45:07,1021.37,N/A,24,N/A,268,3
2025-09-15,18:45:08,1427.31,N/A,200,N/A,287,95
2025-09-15,18:45:08,1171.11,N/A,457,N/A,320,16
2025-09-15,18:45:08,876.45,N/A,88,N/A,208,14
2025-09-15,18:45:09,465.97,N/A,33,N/A,408,13
2025-09-15,18:45:09,713.01,N/A,102,N/A,10,93
2025-09-15,18:45:09,379.13,N/A,139,N/A,170,47
2025-09-15,18:45:10,185.4,N/A,182,N/A,191,31
2025-09-15,18:45:10,333.56,N/A,212,N/A,44,51
2025-09-15,18:45:10,523.31,N/A,101,N/A,157,14
2025-09-15,18:45:10,966.09,N/A,277,N/A,1,80
2025-09-15,18:45:10,1401.83,N/A,415,N/A,64,23
2025-09-15,18:45:10,684.12,N/A,445,N/A,225,82
2025-09-15,18:45:11,1301.17,N/A,210,N/A,61,72
2025-09-15,18:45:11,1115.89,N/A,359,N/A,294,26
2025-09-15,18:45:12,552.57,N/A,181,N/A,49,95
2025-09-15,18:45:12,252.52,N/A,410,N/A,466,59
2025-09-15,18:45:12,128.4,N/A,221,N/A,13,99
2025-09-15,18:45:12,365.0,N/A,42,N/A,289,44
2025-09-15,18:45:12,718.48,N/A,267,N/A,122,86
2025-09-15,18:45:12,990.89,N/A,315,N/A,472,88
2025-09-15,18:45:13,1379.73,N/A,7,N/A,211,38
2025-09-15,18:45:15,491.77,N/A,254,N/A,418,49
2025-09-15,18:45:15,736.54,N/A,415,N/A,407,58
2025-09-15,18:45:16,407.37,N/A,154,N/A,153,20
2025-09-15,18:45:16,302.28,N/A,59,N/A,99,92
2025-09-15,18:45:17,1131.47,N/A,125,N/A,431,73
2025-09-15,18:45:17,355.22,N/A,294,N/A,341,76
2025-09-15,18:45:17,369.66,N/A,448,N/A,113,15
2025-09-15,18:45:17,310.51,N/A,309,N/A,15,65
2025-09-15,18:45:18,1129.56,N/A,450,N/A,270,35
2025-09-15,18:45:19,1459.51,N/A,199,N/A,357,74
2025-09-15,18:45:20,438.68,N/A,362,N/A,434,61
2025-09-15,18:45:21,260.53,N/A,405,N/A,480,3
2025-09-15,18:45:21,864.37,N/A,138,N/A,392,28
2025-09-15,18:45:21,1302.97,N/A,110,N/A,153,32
2025-09-15,18:45:22,830.41,N/A,396,N/A,2,2
2025-09-15,18:45:22,1125.06,N/A,438,N/A,91,58
2025-09-15,18:45:22,886.62,N/A,31,N/A,65,5
2025-09-15,18:45:22,751.73,N/A,363,N/A,267,43
2025-09-15,18:45:22,814.38,N/A,422,N/A,241,16
2025-09-15,18:45:22,124.34,N/A,308,N/A,164,38
2025-09-15,18:45:24,1338.28,N/A,367,N/A,380,88
2025-09-15,18:45:24,864.02,N/A,434,N/A,352,93
2025-09-15,18:45:25,709.74,N/A,220,N/A,386,54
2025-09-15,18:45:25,927.54,N/A,299,N/A,91,12
2025-09-15,18:45:25,1046.97,N/A,342,N/A,378,88
