Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:25,545.97,N/A,150,N/A,413,31
2025-09-15,18:44:26,658.51,N/A,238,N/A,25,92
2025-09-15,18:44:26,732.89,N/A,179,N/A,30,18
2025-09-15,18:44:26,961.58,N/A,245,N/A,343,68
2025-09-15,18:44:27,439.97,N/A,148,N/A,498,96
2025-09-15,18:44:27,261.76,N/A,343,N/A,84,24
2025-09-15,18:44:27,245.55,N/A,10,N/A,14,20
2025-09-15,18:44:27,1019.96,N/A,347,N/A,202,87
2025-09-15,18:44:28,992.84,N/A,303,N/A,306,4
2025-09-15,18:44:28,499.27,N/A,275,N/A,99,65
2025-09-15,18:44:29,1165.95,N/A,398,N/A,434,20
2025-09-15,18:44:29,1223.23,N/A,284,N/A,469,36
2025-09-15,18:44:29,1159.21,N/A,207,N/A,344,80
2025-09-15,18:44:29,897.69,N/A,116,N/A,201,59
2025-09-15,18:44:30,318.03,N/A,154,N/A,28,70
2025-09-15,18:44:32,1043.59,N/A,127,N/A,441,62
2025-09-15,18:44:32,1067.87,N/A,342,N/A,459,37
2025-09-15,18:44:32,279.21,N/A,390,N/A,266,35
2025-09-15,18:44:33,107.91,N/A,57,N/A,465,77
2025-09-15,18:44:33,145.51,N/A,359,N/A,137,58
2025-09-15,18:44:34,658.65,N/A,459,N/A,152,79
2025-09-15,18:44:36,442.99,N/A,134,N/A,207,88
2025-09-15,18:44:36,245.89,N/A,423,N/A,187,69
2025-09-15,18:44:36,1277.38,N/A,239,N/A,34,21
2025-09-15,18:44:37,1027.11,N/A,202,N/A,386,42
2025-09-15,18:44:37,754.12,N/A,77,N/A,96,95
2025-09-15,18:44:37,801.75,N/A,442,N/A,66,33
2025-09-15,18:44:38,734.31,N/A,286,N/A,310,21
2025-09-15,18:44:38,183.34,N/A,411,N/A,152,57
2025-09-15,18:44:40,1324.21,N/A,427,N/A,203,12
2025-09-15,18:44:42,1485.82,N/A,32,N/A,158,50
2025-09-15,18:44:42,431.73,N/A,351,N/A,124,23
2025-09-15,18:44:42,223.59,N/A,287,N/A,136,39
2025-09-15,18:44:42,802.72,N/A,179,N/A,269,25
2025-09-15,18:44:43,290.98,N/A,121,N/A,482,23
2025-09-15,18:44:45,1219.47,N/A,170,N/A,473,71
2025-09-15,18:44:45,942.84,N/A,349,N/A,334,10
2025-09-15,18:44:46,1102.61,N/A,424,N/A,23,13
2025-09-15,18:44:46,772.34,N/A,492,N/A,407,6
2025-09-15,18:44:46,1435.44,N/A,404,N/A,484,10
2025-09-15,18:44:46,230.15,N/A,117,N/A,280,71
2025-09-15,18:44:47,171.2,N/A,393,N/A,21,47
2025-09-15,18:44:47,798.56,N/A,210,N/A,193,46
2025-09-15,18:44:47,530.93,N/A,222,N/A,362,93
2025-09-15,18:44:48,747.51,N/A,276,N/A,319,41
2025-09-15,18:44:48,918.13,N/A,239,N/A,483,14
2025-09-15,18:44:50,570.98,N/A,385,N/A,257,37
2025-09-15,18:44:51,773.3,N/A,404,N/A,303,76
2025-09-15,18:44:52,168.19,N/A,224,N/A,500,60
2025-09-15,18:44:53,574.26,N/A,497,N/A,164,73
2025-09-15,18:44:54,298.64,N/A,356,N/A,113,60
2025-09-15,18:44:54,518.69,N/A,158,N/A,278,62
2025-09-15,18:44:54,746.85,N/A,489,N/A,96,85
2025-09-15,18:44:55,706.34,N/A,407,N/A,124,3
2025-09-15,18:44:56,104.47,N/A,197,N/A,394,33
2025-09-15,18:44:56,1142.98,N/A,2,N/A,311,14
2025-09-15,18:44:56,708.41,N/A,156,N/A,127,86
2025-09-15,18:44:56,1078.27,N/A,192,N/A,274,87
2025-09-15,18:44:58,1294.51,N/A,188,N/A,237,99
2025-09-15,18:44:58,691.9,N/A,348,N/A,329,76
2025-09-15,18:44:59,1176.78,N/A,384,N/A,463,49
2025-09-15,18:44:59,945.73,N/A,408,N/A,307,62
2025-09-15,18:44:59,764.44,N/A,124,N/A,196,20
2025-09-15,18:45:02,400.26,N/A,10,N/A,181,1
2025-09-15,18:45:02,822.34,N/A,490,N/A,262,17
2025-09-15,18:45:02,1481.92,N/A,203,N/A,119,28
2025-09-15,18:45:02,977.51,N/A,480,N/A,243,89
2025-09-15,18:45:03,1229.76,N/A,407,N/A,373,99
2025-09-15,18:45:03,537.59,N/A,496,N/A,298,1
2025-09-15,18:45:05,1120.7,N/A,476,N/A,426,72
2025-09-15,18:45:05,777.83,N/A,45,N/A,111,37
2025-09-15,18:45:05,1008.98,N/A,334,N/A,257,12
2025-09-15,18:45:06,1140.6,N/A,258,N/A,35,19
2025-09-15,18:45:06,1351.46,N/A,414,N/A,247,97
2025-09-15,18:45:06,1357.67,N/A,82,N/A,470,34
2025-09-15,18:45:08,1243.82,N/A,211,N/A,50,99
2025-09-15,18:45:08,731.22,N/A,486,N/A,54,44
2025-09-15,18:45:09,1192.33,N/A,5,N/A,83,20
2025-09-15,18:45:09,210.58,N/A,459,N/A,157,66
2025-09-15,18:45:09,1340.69,N/A,74,N/A,317,87
2025-09-15,18:45:10,1447.2,N/A,241,N/A,75,93
2025-09-15,18:45:10,221.02,N/A,260,N/A,420,63
2025-09-15,18:45:11,937.04,N/A,337,N/A,430,65
2025-09-15,18:45:12,744.17,N/A,385,N/A,52,32
2025-09-15,18:45:12,335.13,N/A,92,N/A,298,39
2025-09-15,18:45:12,971.09,N/A,139,N/A,286,33
2025-09-15,18:45:13,275.89,N/A,174,N/A,120,27
2025-09-15,18:45:13,432.92,N/A,454,N/A,130,67
2025-09-15,18:45:13,548.19,N/A,298,N/A,105,86
2025-09-15,18:45:13,678.03,N/A,201,N/A,55,36
2025-09-15,18:45:14,1217.96,N/A,219,N/A,204,60
2025-09-15,18:45:14,776.35,N/A,128,N/A,462,28
2025-09-15,18:45:14,247.01,N/A,326,N/A,42,49
2025-09-15,18:45:15,584.73,N/A,98,N/A,33,93
2025-09-15,18:45:15,257.13,N/A,74,N/A,357,63
2025-09-15,18:45:16,667.96,N/A,3,N/A,156,54
2025-09-15,18:45:16,489.49,N/A,282,N/A,35,26
2025-09-15,18:45:16,964.57,N/A,354,N/A,158,50
2025-09-15,18:45:16,636.14,N/A,21,N/A,257,66
2025-09-15,18:45:16,818.95,N/A,494,N/A,16,94
2025-09-15,18:45:18,193.62,N/A,273,N/A,47,57
2025-09-15,18:45:18,124.01,N/A,373,N/A,249,94
2025-09-15,18:45:18,115.34,N/A,397,N/A,277,81
2025-09-15,18:45:19,99.08,N/A,250,N/A,482,22
2025-09-15,18:45:19,1269.46,N/A,35,N/A,325,13
2025-09-15,18:45:19,1129.71,N/A,218,N/A,150,34
2025-09-15,18:45:20,230.43,N/A,176,N/A,63,84
2025-09-15,18:45:21,847.86,N/A,432,N/A,259,39
2025-09-15,18:45:21,626.67,N/A,124,N/A,48,33
2025-09-15,18:45:21,1205.7,N/A,202,N/A,236,60
2025-09-15,18:45:24,306.13,N/A,274,N/A,107,36
