Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:40,546.91,N/A,500,N/A,265,45
2025-09-15,18:44:40,1482.61,N/A,176,N/A,345,19
2025-09-15,18:44:40,1496.68,N/A,410,N/A,26,48
2025-09-15,18:44:40,861.62,N/A,233,N/A,342,52
2025-09-15,18:44:40,1322.21,N/A,41,N/A,475,62
2025-09-15,18:44:41,1445.36,N/A,485,N/A,215,58
2025-09-15,18:44:41,877.86,N/A,377,N/A,42,12
2025-09-15,18:44:42,1182.71,N/A,226,N/A,328,53
2025-09-15,18:44:42,659.14,N/A,318,N/A,294,47
2025-09-15,18:44:43,1100.66,N/A,485,N/A,344,33
2025-09-15,18:44:43,767.46,N/A,460,N/A,110,47
2025-09-15,18:44:43,145.42,N/A,241,N/A,393,51
2025-09-15,18:44:43,278.81,N/A,158,N/A,330,82
2025-09-15,18:44:44,1408.07,N/A,59,N/A,260,21
2025-09-15,18:44:46,1399.95,N/A,287,N/A,371,17
2025-09-15,18:44:49,1274.36,N/A,331,N/A,220,38
2025-09-15,18:44:50,702.08,N/A,25,N/A,441,55
2025-09-15,18:44:51,935.86,N/A,327,N/A,422,12
2025-09-15,18:44:52,345.86,N/A,346,N/A,214,17
2025-09-15,18:44:52,732.68,N/A,208,N/A,279,62
2025-09-15,18:44:52,1268.38,N/A,35,N/A,353,48
2025-09-15,18:44:53,1134.53,N/A,47,N/A,114,19
2025-09-15,18:44:53,1303.86,N/A,259,N/A,311,7
2025-09-15,18:44:54,1382.74,N/A,432,N/A,350,28
2025-09-15,18:44:54,255.49,N/A,438,N/A,211,92
2025-09-15,18:44:54,1212.13,N/A,28,N/A,180,56
2025-09-15,18:44:55,563.58,N/A,52,N/A,316,11
2025-09-15,18:44:55,662.56,N/A,289,N/A,316,97
2025-09-15,18:44:57,255.1,N/A,15,N/A,177,5
2025-09-15,18:44:58,1074.06,N/A,83,N/A,93,64
2025-09-15,18:44:59,809.74,N/A,445,N/A,122,87
2025-09-15,18:45:01,1478.92,N/A,1,N/A,114,40
2025-09-15,18:45:01,1215.32,N/A,14,N/A,341,19
2025-09-15,18:45:01,824.97,N/A,396,N/A,192,56
2025-09-15,18:45:01,541.28,N/A,474,N/A,469,78
2025-09-15,18:45:02,714.16,N/A,240,N/A,63,73
2025-09-15,18:45:02,569.29,N/A,245,N/A,147,4
2025-09-15,18:45:04,941.98,N/A,490,N/A,310,49
2025-09-15,18:45:04,883.6,N/A,396,N/A,282,87
2025-09-15,18:45:04,1331.07,N/A,337,N/A,366,74
2025-09-15,18:45:04,1013.56,N/A,370,N/A,7,98
2025-09-15,18:45:05,986.75,N/A,482,N/A,393,95
2025-09-15,18:45:05,659.54,N/A,66,N/A,436,21
2025-09-15,18:45:06,1297.21,N/A,449,N/A,237,99
2025-09-15,18:45:07,373.06,N/A,397,N/A,428,55
2025-09-15,18:45:07,1354.49,N/A,456,N/A,195,95
2025-09-15,18:45:08,458.7,N/A,460,N/A,490,77
2025-09-15,18:45:08,798.37,N/A,218,N/A,234,28
2025-09-15,18:45:09,413.47,N/A,281,N/A,175,87
2025-09-15,18:45:10,311.3,N/A,281,N/A,65,34
2025-09-15,18:45:10,208.51,N/A,367,N/A,101,12
2025-09-15,18:45:12,1463.13,N/A,305,N/A,303,43
2025-09-15,18:45:13,188.23,N/A,496,N/A,475,3
2025-09-15,18:45:13,615.12,N/A,488,N/A,210,39
2025-09-15,18:45:13,1443.76,N/A,320,N/A,327,11
2025-09-15,18:45:13,1482.82,N/A,15,N/A,113,86
2025-09-15,18:45:14,1245.47,N/A,68,N/A,418,87
2025-09-15,18:45:15,253.09,N/A,114,N/A,272,66
2025-09-15,18:45:16,386.26,N/A,163,N/A,383,13
2025-09-15,18:45:18,151.33,N/A,23,N/A,243,33
2025-09-15,18:45:19,1027.24,N/A,343,N/A,355,55
2025-09-15,18:45:19,130.45,N/A,113,N/A,419,95
2025-09-15,18:45:20,318.3,N/A,456,N/A,457,7
2025-09-15,18:45:20,607.64,N/A,358,N/A,116,52
2025-09-15,18:45:21,136.92,N/A,57,N/A,499,24
2025-09-15,18:45:22,1052.97,N/A,298,N/A,336,44
2025-09-15,18:45:23,757.22,N/A,270,N/A,477,26
2025-09-15,18:45:23,852.21,N/A,319,N/A,50,8
2025-09-15,18:45:23,1193.49,N/A,2,N/A,258,80
2025-09-15,18:45:23,117.66,N/A,224,N/A,88,68
2025-09-15,18:45:24,266.72,N/A,494,N/A,46,23
2025-09-15,18:45:24,145.97,N/A,394,N/A,9,39
2025-09-15,18:45:24,826.69,N/A,272,N/A,311,81
2025-09-15,18:45:24,589.55,N/A,459,N/A,302,23
2025-09-15,18:45:25,577.11,N/A,284,N/A,213,16
