Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:38,602.91,N/A,480,N/A,138,66
2025-09-15,18:44:39,1004.08,N/A,379,N/A,404,55
2025-09-15,18:44:39,359.59,N/A,1,N/A,252,5
2025-09-15,18:44:40,117.82,N/A,372,N/A,290,41
2025-09-15,18:44:40,1130.86,N/A,133,N/A,491,33
2025-09-15,18:44:41,1309.08,N/A,491,N/A,128,25
2025-09-15,18:44:42,941.92,N/A,410,N/A,349,56
2025-09-15,18:44:42,1215.42,N/A,144,N/A,182,1
2025-09-15,18:44:43,153.85,N/A,336,N/A,182,50
2025-09-15,18:44:44,371.24,N/A,276,N/A,203,93
2025-09-15,18:44:44,860.97,N/A,366,N/A,449,47
2025-09-15,18:44:44,882.01,N/A,153,N/A,290,57
2025-09-15,18:44:44,352.94,N/A,11,N/A,421,81
2025-09-15,18:44:45,298.85,N/A,204,N/A,29,8
2025-09-15,18:44:45,1310.87,N/A,73,N/A,225,18
2025-09-15,18:44:45,266.93,N/A,120,N/A,396,67
2025-09-15,18:44:46,954.58,N/A,235,N/A,471,68
2025-09-15,18:44:47,1198.17,N/A,167,N/A,325,68
2025-09-15,18:44:48,1409.05,N/A,419,N/A,348,17
2025-09-15,18:44:49,1349.62,N/A,131,N/A,111,71
2025-09-15,18:44:49,588.58,N/A,13,N/A,328,19
2025-09-15,18:44:49,1318.55,N/A,302,N/A,396,86
2025-09-15,18:44:49,1286.96,N/A,351,N/A,386,41
2025-09-15,18:44:50,527.7,N/A,199,N/A,162,65
2025-09-15,18:44:51,1330.92,N/A,345,N/A,165,52
2025-09-15,18:44:51,529.23,N/A,257,N/A,303,11
2025-09-15,18:44:52,417.78,N/A,142,N/A,97,52
2025-09-15,18:44:52,804.92,N/A,100,N/A,330,4
2025-09-15,18:44:52,236.51,N/A,112,N/A,324,96
2025-09-15,18:44:52,1205.92,N/A,19,N/A,404,83
2025-09-15,18:44:53,735.22,N/A,304,N/A,243,39
2025-09-15,18:44:54,206.91,N/A,373,N/A,117,23
2025-09-15,18:44:55,201.84,N/A,91,N/A,104,13
2025-09-15,18:44:55,512.94,N/A,78,N/A,370,4
2025-09-15,18:44:55,359.7,N/A,365,N/A,87,16
2025-09-15,18:44:56,323.58,N/A,49,N/A,264,44
2025-09-15,18:44:56,295.09,N/A,254,N/A,18,77
2025-09-15,18:44:56,385.77,N/A,361,N/A,92,73
2025-09-15,18:44:57,775.05,N/A,7,N/A,19,60
2025-09-15,18:44:57,148.62,N/A,178,N/A,154,94
2025-09-15,18:44:57,869.75,N/A,13,N/A,74,13
2025-09-15,18:44:57,1302.34,N/A,135,N/A,262,46
2025-09-15,18:44:58,1417.36,N/A,449,N/A,363,9
2025-09-15,18:44:58,201.91,N/A,286,N/A,308,85
2025-09-15,18:44:58,405.9,N/A,213,N/A,168,19
2025-09-15,18:44:58,584.93,N/A,295,N/A,221,39
2025-09-15,18:44:59,1389.84,N/A,199,N/A,346,58
2025-09-15,18:44:59,721.77,N/A,417,N/A,218,59
2025-09-15,18:45:00,500.31,N/A,418,N/A,326,73
2025-09-15,18:45:00,141.6,N/A,151,N/A,404,43
2025-09-15,18:45:00,1315.01,N/A,27,N/A,497,98
2025-09-15,18:45:01,760.2,N/A,98,N/A,455,41
2025-09-15,18:45:01,545.0,N/A,421,N/A,215,20
2025-09-15,18:45:03,989.03,N/A,322,N/A,192,16
2025-09-15,18:45:03,305.13,N/A,266,N/A,281,48
2025-09-15,18:45:04,475.16,N/A,17,N/A,61,84
2025-09-15,18:45:04,543.21,N/A,423,N/A,31,9
2025-09-15,18:45:04,491.68,N/A,360,N/A,103,88
2025-09-15,18:45:04,230.2,N/A,96,N/A,19,27
2025-09-15,18:45:05,1415.88,N/A,89,N/A,425,91
2025-09-15,18:45:05,616.1,N/A,63,N/A,24,60
2025-09-15,18:45:05,332.12,N/A,85,N/A,198,95
2025-09-15,18:45:05,1420.38,N/A,355,N/A,457,43
2025-09-15,18:45:06,1394.61,N/A,477,N/A,163,61
2025-09-15,18:45:08,555.04,N/A,216,N/A,172,20
2025-09-15,18:45:09,725.85,N/A,55,N/A,442,15
2025-09-15,18:45:09,696.19,N/A,283,N/A,406,23
2025-09-15,18:45:09,848.76,N/A,140,N/A,92,78
2025-09-15,18:45:09,1181.57,N/A,206,N/A,387,40
2025-09-15,18:45:10,804.48,N/A,1,N/A,262,85
2025-09-15,18:45:11,1473.36,N/A,50,N/A,485,7
2025-09-15,18:45:11,786.56,N/A,246,N/A,276,74
2025-09-15,18:45:13,447.05,N/A,162,N/A,260,51
2025-09-15,18:45:13,1147.49,N/A,225,N/A,54,28
2025-09-15,18:45:14,809.68,N/A,460,N/A,125,5
2025-09-15,18:45:14,506.97,N/A,344,N/A,140,30
2025-09-15,18:45:14,1429.77,N/A,463,N/A,488,84
2025-09-15,18:45:14,190.67,N/A,362,N/A,108,40
2025-09-15,18:45:15,963.82,N/A,212,N/A,254,97
2025-09-15,18:45:15,374.33,N/A,268,N/A,470,46
2025-09-15,18:45:15,1188.51,N/A,134,N/A,36,8
2025-09-15,18:45:15,643.2,N/A,238,N/A,404,64
2025-09-15,18:45:15,929.3,N/A,121,N/A,261,34
2025-09-15,18:45:16,250.17,N/A,321,N/A,330,51
2025-09-15,18:45:17,615.75,N/A,345,N/A,26,2
2025-09-15,18:45:17,1486.08,N/A,455,N/A,183,82
2025-09-15,18:45:18,723.83,N/A,484,N/A,147,73
2025-09-15,18:45:20,1291.11,N/A,145,N/A,291,67
2025-09-15,18:45:20,805.49,N/A,347,N/A,315,50
2025-09-15,18:45:20,374.74,N/A,484,N/A,174,97
2025-09-15,18:45:21,831.08,N/A,198,N/A,331,42
2025-09-15,18:45:21,769.35,N/A,208,N/A,346,38
2025-09-15,18:45:21,272.16,N/A,29,N/A,44,1
2025-09-15,18:45:22,754.23,N/A,20,N/A,291,76
2025-09-15,18:45:23,805.81,N/A,186,N/A,246,40
2025-09-15,18:45:23,1309.01,N/A,16,N/A,375,86
2025-09-15,18:45:23,605.88,N/A,139,N/A,273,35
2025-09-15,18:45:24,920.22,N/A,409,N/A,439,65
2025-09-15,18:45:25,1373.05,N/A,472,N/A,313,39
