Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ
2025-09-15,18:44:56,356.22,N/A,393,N/A,108,78
2025-09-15,18:44:57,381.52,N/A,15,N/A,414,58
2025-09-15,18:44:57,1218.37,N/A,448,N/A,235,23
2025-09-15,18:44:57,553.48,N/A,460,N/A,191,8
2025-09-15,18:44:57,1137.89,N/A,43,N/A,23,87
2025-09-15,18:44:59,1031.39,N/A,491,N/A,40,84
2025-09-15,18:44:59,1197.69,N/A,390,N/A,159,77
2025-09-15,18:44:59,1155.86,N/A,341,N/A,190,98
2025-09-15,18:45:00,1419.31,N/A,398,N/A,341,49
2025-09-15,18:45:01,177.32,N/A,119,N/A,138,2
2025-09-15,18:45:01,1145.95,N/A,97,N/A,342,90
2025-09-15,18:45:01,303.73,N/A,90,N/A,440,88
2025-09-15,18:45:01,1074.67,N/A,82,N/A,487,91
2025-09-15,18:45:01,1441.48,N/A,392,N/A,16,33
2025-09-15,18:45:03,1140.38,N/A,190,N/A,448,38
2025-09-15,18:45:04,1359.25,N/A,306,N/A,372,79
2025-09-15,18:45:05,1302.4,N/A,283,N/A,219,11
2025-09-15,18:45:06,1294.0,N/A,159,N/A,132,4
2025-09-15,18:45:06,299.16,N/A,285,N/A,223,30
2025-09-15,18:45:07,1335.05,N/A,360,N/A,304,72
2025-09-15,18:45:07,1423.26,N/A,7,N/A,269,67
2025-09-15,18:45:07,806.46,N/A,467,N/A,96,86
2025-09-15,18:45:08,908.27,N/A,291,N/A,325,76
2025-09-15,18:45:09,1384.42,N/A,117,N/A,217,100
2025-09-15,18:45:10,1006.52,N/A,77,N/A,45,65
2025-09-15,18:45:10,768.75,N/A,126,N/A,411,76
2025-09-15,18:45:10,1145.14,N/A,292,N/A,435,11
2025-09-15,18:45:11,172.28,N/A,116,N/A,212,58
2025-09-15,18:45:11,686.48,N/A,131,N/A,201,77
2025-09-15,18:45:11,1467.28,N/A,410,N/A,99,50
2025-09-15,18:45:13,968.89,N/A,158,N/A,491,83
2025-09-15,18:45:13,1246.7,N/A,72,N/A,134,26
2025-09-15,18:45:13,1385.91,N/A,373,N/A,410,28
2025-09-15,18:45:13,854.47,N/A,30,N/A,40,5
2025-09-15,18:45:14,815.6,N/A,322,N/A,306,74
2025-09-15,18:45:14,1040.82,N/A,280,N/A,372,75
2025-09-15,18:45:15,812.45,N/A,303,N/A,431,40
2025-09-15,18:45:17,1130.68,N/A,315,N/A,462,100
2025-09-15,18:45:17,1100.58,N/A,170,N/A,316,100
2025-09-15,18:45:17,884.53,N/A,48,N/A,262,36
2025-09-15,18:45:17,578.87,N/A,446,N/A,28,37
2025-09-15,18:45:18,915.62,N/A,13,N/A,312,95
2025-09-15,18:45:18,447.88,N/A,110,N/A,484,1
2025-09-15,18:45:18,1041.69,N/A,443,N/A,370,93
2025-09-15,18:45:19,1204.07,N/A,142,N/A,494,20
2025-09-15,18:45:19,1251.6,N/A,105,N/A,200,33
2025-09-15,18:45:21,1392.47,N/A,414,N/A,189,87
2025-09-15,18:45:21,258.63,N/A,321,N/A,424,10
2025-09-15,18:45:21,794.62,N/A,243,N/A,182,31
2025-09-15,18:45:21,748.79,N/A,84,N/A,205,60
2025-09-15,18:45:21,1149.31,N/A,492,N/A,266,42
2025-09-15,18:45:22,1362.26,N/A,270,N/A,442,35
2025-09-15,18:45:22,935.44,N/A,229,N/A,100,85
2025-09-15,18:45:23,333.41,N/A,72,N/A,391,97
2025-09-15,18:45:23,231.72,N/A,293,N/A,192,41
2025-09-15,18:45:23,1386.31,N/A,190,N/A,68,87
2025-09-15,18:45:23,997.26,N/A,215,N/A,359,68
2025-09-15,18:45:25,1106.14,N/A,289,N/A,136,20
